"","Year","variable","value","type","allmean","low1ci","hi1ci","se","p90","p10","nobs","lci","uci","outside","sign","category","score"
"1",1977,"Annual_Heatwave_GOA",9999,"Ecosystem",86.2306769230769,38.3086333496889,134.152720496465,23.6722889384263,283.33276,0,39,NA,NA,0,-1,"Physical",0
"2",1977,"Summer_250m_Temperature_GOA_Slope",9999,"Ecosystem",6.00000000000013e-05,-0.0748634970421484,0.0749834970421484,0.0351514288472034,0.137,-0.1745,16,NA,NA,0,-1,"Physical",0
"3",1977,"Spring_Surface_Temperature_EGOA",9999,"Ecosystem",8.75594861927778,8.49022378151256,9.021673457043,0.130891975775021,9.70464461,7.8456815875,36,NA,NA,0,1,"Physical",0
"4",1977,"Spring_Surface_Temperature_SEBS",9999,"Ecosystem",3.74109848958333,3.37446470366127,4.10773227550539,0.180598174520724,5.156851696,2.4349977705,36,NA,NA,0,1,"Physical",0
"5",1977,"Spring_Peak_Chlorophyll_Concentration_EGOA",9999,"Ecosystem",2.11973953066667,1.64620878188806,2.59327027944527,0.22444177289889,2.8161439561,1.1776519452,18,NA,NA,0,1,"Physical",0
"6",1977,"Spring_Peak_Chlorophyll_Concentration_SEBS",9999,"Ecosystem",3.59774318838889,3.03117043735042,4.16431593942736,0.268541363041935,4.9064323758,2.2611822323,18,NA,NA,0,1,"Physical",0
"7",1977,"Spring_Peak_Bloom_Timing_EGOA",9999,"Ecosystem",131.666666666667,122.188214449805,141.145118883528,4.49255011501794,156.2,114.6,18,NA,NA,0,-1,"Physical",0
"8",1977,"Spring_Peak_Bloom_Timing_SEBS",9999,"Ecosystem",126.766031244444,121.87830996384,131.653752525048,2.31665806810634,139.69473687,113.84210528,18,NA,NA,0,-1,"Physical",0
"9",1977,"Copepod.Community.Size.EGOA.Oceanic",9999,"Ecosystem",0.00418632011111111,-0.0264128864032819,0.0347855266255042,0.0145032612498847,0.0803180766,-0.0649541189,18,NA,NA,0,1,"Physical",0
"10",1977,"Copepod.Community.Size.WGOA.Oceanic",9999,"Ecosystem",0.00222273,-0.0333790518963852,0.0378245118963852,0.016874357299488,0.0667931485,-0.1000491618,18,NA,NA,0,1,"Physical",0
"11",1977,"Summer_Euphausiid_Abundance_Kodiak",9999,"Ecosystem",403816.437042857,250530.255842806,557102.618242908,62644.7500053279,589635.61122,202017.19176,7,NA,NA,0,1,"Physical",0
"12",1977,"Sablefish_Growth_YOY_Middleton_Auklets",9999,"Ecosystem",-3.44827583511167e-11,-0.281891596848453,0.281891596779488,0.1376150234308,0.9321002698,-0.8195762892,29,NA,NA,0,1,"Physical",0
"13",1977,"Summer_Sablefish_CPUE_Juvenile_WGOA_EAI_ADFG",9999,"Ecosystem",1.68675092019355,0.949259453293674,2.42424238709342,0.361113163243433,3.558524516,0.292518034,31,NA,NA,0,1,"Physical",0
"14",1977,"Summer_Sablefish_CPUE_Juvenile_GOA_BTS_Survey",9999,"Ecosystem",1,0.0217342558497783,1.97826574415022,0.458967347450537,2.646373642,0.0363817875,16,NA,NA,0,1,"Physical",0
"15",1977,"Sablefish_Spawner_Mean_Age",14.69651072,"Ecosystem",12.5972451369091,12.2179654535751,12.9765248202431,0.188070189134081,14.003127243,11.327707395,44,14.3278931492972,15.0651282907028,1,1,"Physical",1
"16",1977,"Sablefish_Spawner_Age_Evenness",0.871838581,"Ecosystem",0.722434022,0.691721160866065,0.753146883133935,0.0152293251026085,0.8095177489,0.5803170323,44,0.841989103798887,0.901688058201113,0,1,"Physical",0
"17",1977,"Summer_Sablefish_Condition_Age_4_GOA_LL_Survey",9999,"Ecosystem",-0.00415942491666667,-0.014497944194799,0.00617909436146563,0.00499769474951344,0.0265181849,-0.0296801658,24,NA,NA,0,1,"Physical",0
"18",1977,"Arrowtooth_Biomass_Assessment",1216610,"Ecosystem",1574389.93181818,1497099.19092821,1651680.67270816,38325.5019876462,1928958,1228202,44,1141492.01610421,1291727.98389579,0,-1,"Physical",0
"19",1977,"Sablefish_Catch_Arrowtooth_Fishery",9999,"Ecosystem",248.806475366552,144.792861678755,352.820089054349,50.7778026963129,545.62834746,51.4586,29,NA,NA,0,1,"Physical",0
"20",1977,"Summer_Sablefish_Condition_Adult_GOA_LL_Survey",9999,"Ecosystem",-0.00677730932,-0.0127648899603442,-0.000789728679655822,0.00290110219158305,0.0138162016,-0.0250860468,25,NA,NA,0,1,"Physical",0
"21",1978,"Annual_Heatwave_GOA",9999,"Ecosystem",86.2306769230769,38.3086333496889,134.152720496465,23.6722889384263,283.33276,0,39,NA,NA,0,-1,"Physical",0
"22",1978,"Summer_250m_Temperature_GOA_Slope",9999,"Ecosystem",6.00000000000013e-05,-0.0748634970421484,0.0749834970421484,0.0351514288472034,0.137,-0.1745,16,NA,NA,0,-1,"Physical",0
"23",1978,"Spring_Surface_Temperature_EGOA",9999,"Ecosystem",8.75594861927778,8.49022378151256,9.021673457043,0.130891975775021,9.70464461,7.8456815875,36,NA,NA,0,1,"Physical",0
"24",1978,"Spring_Surface_Temperature_SEBS",9999,"Ecosystem",3.74109848958333,3.37446470366127,4.10773227550539,0.180598174520724,5.156851696,2.4349977705,36,NA,NA,0,1,"Physical",0
"25",1978,"Spring_Peak_Chlorophyll_Concentration_EGOA",9999,"Ecosystem",2.11973953066667,1.64620878188806,2.59327027944527,0.22444177289889,2.8161439561,1.1776519452,18,NA,NA,0,1,"Physical",0
"26",1978,"Spring_Peak_Chlorophyll_Concentration_SEBS",9999,"Ecosystem",3.59774318838889,3.03117043735042,4.16431593942736,0.268541363041935,4.9064323758,2.2611822323,18,NA,NA,0,1,"Physical",0
"27",1978,"Spring_Peak_Bloom_Timing_EGOA",9999,"Ecosystem",131.666666666667,122.188214449805,141.145118883528,4.49255011501794,156.2,114.6,18,NA,NA,0,-1,"Physical",0
"28",1978,"Spring_Peak_Bloom_Timing_SEBS",9999,"Ecosystem",126.766031244444,121.87830996384,131.653752525048,2.31665806810634,139.69473687,113.84210528,18,NA,NA,0,-1,"Physical",0
"29",1978,"Copepod.Community.Size.EGOA.Oceanic",9999,"Ecosystem",0.00418632011111111,-0.0264128864032819,0.0347855266255042,0.0145032612498847,0.0803180766,-0.0649541189,18,NA,NA,0,1,"Physical",0
"30",1978,"Copepod.Community.Size.WGOA.Oceanic",9999,"Ecosystem",0.00222273,-0.0333790518963852,0.0378245118963852,0.016874357299488,0.0667931485,-0.1000491618,18,NA,NA,0,1,"Physical",0
"31",1978,"Summer_Euphausiid_Abundance_Kodiak",9999,"Ecosystem",403816.437042857,250530.255842806,557102.618242908,62644.7500053279,589635.61122,202017.19176,7,NA,NA,0,1,"Physical",0
"32",1978,"Sablefish_Growth_YOY_Middleton_Auklets",9999,"Ecosystem",-3.44827583511167e-11,-0.281891596848453,0.281891596779488,0.1376150234308,0.9321002698,-0.8195762892,29,NA,NA,0,1,"Physical",0
"33",1978,"Summer_Sablefish_CPUE_Juvenile_WGOA_EAI_ADFG",9999,"Ecosystem",1.68675092019355,0.949259453293674,2.42424238709342,0.361113163243433,3.558524516,0.292518034,31,NA,NA,0,1,"Physical",0
"34",1978,"Summer_Sablefish_CPUE_Juvenile_GOA_BTS_Survey",9999,"Ecosystem",1,0.0217342558497783,1.97826574415022,0.458967347450537,2.646373642,0.0363817875,16,NA,NA,0,1,"Physical",0
"35",1978,"Sablefish_Spawner_Mean_Age",14.93577929,"Ecosystem",12.5972451369091,12.2179654535751,12.9765248202431,0.188070189134081,14.003127243,11.327707395,44,14.5671617192972,15.3043968607028,1,1,"Physical",1
"36",1978,"Sablefish_Spawner_Age_Evenness",0.881659578,"Ecosystem",0.722434022,0.691721160866065,0.753146883133935,0.0152293251026085,0.8095177489,0.5803170323,44,0.851810100798887,0.911509055201113,0,1,"Physical",0
"37",1978,"Summer_Sablefish_Condition_Age_4_GOA_LL_Survey",9999,"Ecosystem",-0.00415942491666667,-0.014497944194799,0.00617909436146563,0.00499769474951344,0.0265181849,-0.0296801658,24,NA,NA,0,1,"Physical",0
"38",1978,"Arrowtooth_Biomass_Assessment",1211520,"Ecosystem",1574389.93181818,1497099.19092821,1651680.67270816,38325.5019876462,1928958,1228202,44,1136402.01610421,1286637.98389579,0,-1,"Physical",0
"39",1978,"Sablefish_Catch_Arrowtooth_Fishery",9999,"Ecosystem",248.806475366552,144.792861678755,352.820089054349,50.7778026963129,545.62834746,51.4586,29,NA,NA,0,1,"Physical",0
"40",1978,"Summer_Sablefish_Condition_Adult_GOA_LL_Survey",9999,"Ecosystem",-0.00677730932,-0.0127648899603442,-0.000789728679655822,0.00290110219158305,0.0138162016,-0.0250860468,25,NA,NA,0,1,"Physical",0
"41",1979,"Annual_Heatwave_GOA",9999,"Ecosystem",86.2306769230769,38.3086333496889,134.152720496465,23.6722889384263,283.33276,0,39,NA,NA,0,-1,"Physical",0
"42",1979,"Summer_250m_Temperature_GOA_Slope",9999,"Ecosystem",6.00000000000013e-05,-0.0748634970421484,0.0749834970421484,0.0351514288472034,0.137,-0.1745,16,NA,NA,0,-1,"Physical",0
"43",1979,"Spring_Surface_Temperature_EGOA",9999,"Ecosystem",8.75594861927778,8.49022378151256,9.021673457043,0.130891975775021,9.70464461,7.8456815875,36,NA,NA,0,1,"Physical",0
"44",1979,"Spring_Surface_Temperature_SEBS",9999,"Ecosystem",3.74109848958333,3.37446470366127,4.10773227550539,0.180598174520724,5.156851696,2.4349977705,36,NA,NA,0,1,"Physical",0
"45",1979,"Spring_Peak_Chlorophyll_Concentration_EGOA",9999,"Ecosystem",2.11973953066667,1.64620878188806,2.59327027944527,0.22444177289889,2.8161439561,1.1776519452,18,NA,NA,0,1,"Physical",0
"46",1979,"Spring_Peak_Chlorophyll_Concentration_SEBS",9999,"Ecosystem",3.59774318838889,3.03117043735042,4.16431593942736,0.268541363041935,4.9064323758,2.2611822323,18,NA,NA,0,1,"Physical",0
"47",1979,"Spring_Peak_Bloom_Timing_EGOA",9999,"Ecosystem",131.666666666667,122.188214449805,141.145118883528,4.49255011501794,156.2,114.6,18,NA,NA,0,-1,"Physical",0
"48",1979,"Spring_Peak_Bloom_Timing_SEBS",9999,"Ecosystem",126.766031244444,121.87830996384,131.653752525048,2.31665806810634,139.69473687,113.84210528,18,NA,NA,0,-1,"Physical",0
"49",1979,"Copepod.Community.Size.EGOA.Oceanic",9999,"Ecosystem",0.00418632011111111,-0.0264128864032819,0.0347855266255042,0.0145032612498847,0.0803180766,-0.0649541189,18,NA,NA,0,1,"Physical",0
"50",1979,"Copepod.Community.Size.WGOA.Oceanic",9999,"Ecosystem",0.00222273,-0.0333790518963852,0.0378245118963852,0.016874357299488,0.0667931485,-0.1000491618,18,NA,NA,0,1,"Physical",0
"51",1979,"Summer_Euphausiid_Abundance_Kodiak",9999,"Ecosystem",403816.437042857,250530.255842806,557102.618242908,62644.7500053279,589635.61122,202017.19176,7,NA,NA,0,1,"Physical",0
"52",1979,"Sablefish_Growth_YOY_Middleton_Auklets",9999,"Ecosystem",-3.44827583511167e-11,-0.281891596848453,0.281891596779488,0.1376150234308,0.9321002698,-0.8195762892,29,NA,NA,0,1,"Physical",0
"53",1979,"Summer_Sablefish_CPUE_Juvenile_WGOA_EAI_ADFG",9999,"Ecosystem",1.68675092019355,0.949259453293674,2.42424238709342,0.361113163243433,3.558524516,0.292518034,31,NA,NA,0,1,"Physical",0
"54",1979,"Summer_Sablefish_CPUE_Juvenile_GOA_BTS_Survey",9999,"Ecosystem",1,0.0217342558497783,1.97826574415022,0.458967347450537,2.646373642,0.0363817875,16,NA,NA,0,1,"Physical",0
"55",1979,"Sablefish_Spawner_Mean_Age",14.951977,"Ecosystem",12.5972451369091,12.2179654535751,12.9765248202431,0.188070189134081,14.003127243,11.327707395,44,14.5833594292972,15.3205945707028,1,1,"Physical",1
"56",1979,"Sablefish_Spawner_Age_Evenness",0.604737184,"Ecosystem",0.722434022,0.691721160866065,0.753146883133935,0.0152293251026085,0.8095177489,0.5803170323,44,0.574887706798887,0.634586661201113,0,1,"Physical",0
"57",1979,"Summer_Sablefish_Condition_Age_4_GOA_LL_Survey",9999,"Ecosystem",-0.00415942491666667,-0.014497944194799,0.00617909436146563,0.00499769474951344,0.0265181849,-0.0296801658,24,NA,NA,0,1,"Physical",0
"58",1979,"Arrowtooth_Biomass_Assessment",1215610,"Ecosystem",1574389.93181818,1497099.19092821,1651680.67270816,38325.5019876462,1928958,1228202,44,1140492.01610421,1290727.98389579,0,-1,"Physical",0
"59",1979,"Sablefish_Catch_Arrowtooth_Fishery",9999,"Ecosystem",248.806475366552,144.792861678755,352.820089054349,50.7778026963129,545.62834746,51.4586,29,NA,NA,0,1,"Physical",0
